,gene,gene_length(kb),0h_no_dox_1,0h_no_dox_11,0h_no_dox_12,0h_no_dox_2,12h_is_dox_5,12h_is_dox_6,12h_no_dox_3,12h_no_dox_4,24h_is_dox_10,24h_is_dox_13,24h_is_dox_14,24h_is_dox_17,24h_is_dox_18,24h_is_dox_19,24h_is_dox_20,24h_is_dox_9,24h_no_dox_15,24h_no_dox_16,24h_no_dox_7,24h_no_dox_8
18098,Or6b9,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18099,Or6b6,1.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18100,Or6a2,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18101,Or10a5,0.975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18102,Or10a2,0.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18103,Or10a4,0.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18104,Or2d2b,0.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18105,Nlrp14,3.421,39,44,67,47,32,12,44,20,1,0,2,2,7,2,3,4,13,11,8,3
18106,Or2d2,1.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18107,Or2d36,1.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18108,Rbmxl2,1.472,531,471,623,610,654,300,411,360,36,41,128,43,61,28,123,146,69,59,90,50
18109,Syt9,3.885,1026,914,749,1320,1982,1013,2035,1031,236,203,847,638,752,399,701,745,709,611,1005,518
18110,Olfml1,1.969,5,2,8,7,4,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0
18111,Ppfibp2,9.724,303,216,218,244,323,93,698,210,60,48,44,48,45,37,67,252,250,156,435,158
18112,Cyb5r2,3.169,30,12,23,33,26,13,42,17,4,5,5,7,7,8,3,23,20,19,18,4
18113,Ovch2,1.924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18114,Or5p5,0.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18115,Or5p50,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18116,Or5p51,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18117,Or5p5c-ps1,1.127,0,0,0,0,1,0,0,0,0,0,0,1,0,2,4,0,0,2,0,0
18118,Or5p52,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18119,Or5p53,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18120,Or5p54,0.933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18121,Or5p55,0.933,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18122,Or5p56,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18123,Or5p6,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18124,Or10ab4,0.984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18125,Or5p57,1.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18126,Or5p4,0.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18127,Gm4199,1.368,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0
18128,Or5p58,0.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18129,Or5p59,0.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18130,Gm25424,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18131,Or5p60,0.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18132,Or5p61,0.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18133,Or5p62,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18134,Gm39066,0.266,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18135,Or5p63,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18136,Or5p64,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18137,Or5p66,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18138,Or5p1,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18139,Or5p67,0.945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18140,Or5p68,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18141,Or5p69,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18142,Gm45392,0.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18143,Or5p70,0.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18144,Or5p72,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18145,Gm44611,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18146,Or5p73,0.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18147,Or5p76,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18148,Or52n4b,0.972,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18149,Or56b1b,0.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18150,Or5p78,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18151,Or5p79,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18152,Or5p80,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18153,Or10ab5,0.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18154,Or5p81,1.001,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
18155,Or10a3m,0.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18156,Or5e1,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18157,Or10a48,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18158,Or10a3b,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18159,Or10a49,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18160,Or10a3,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18161,Or10a3n,0.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18162,Nlrp10,4.483,1,1,2,4,7,3,6,2,1,0,2,1,4,1,1,10,1,5,22,3
18163,Eif3f,1.507,5221,6482,4968,6369,9336,7328,10444,8565,4411,8030,5313,5899,6904,5434,5584,9892,6505,6427,9009,5588
18164,Gm39067,0.426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18165,Gm32309,9.591,1,1,0,0,3,0,0,1,2,0,0,0,0,0,3,1,1,1,0,1
18166,Tub,5.941,714,560,603,933,1292,622,1850,796,443,377,494,532,664,498,455,1479,694,541,850,339
18167,Ric3,6.632,502,372,295,557,1350,742,1594,760,455,406,395,494,566,454,381,2240,410,457,1536,542
18168,Gm25450,0.107,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18169,Lmo1,1.51,5,6,4,11,67,104,40,23,87,157,57,47,113,27,105,249,7,11,203,128
18170,Gm44781,3.377,1,1,0,0,3,0,6,0,1,0,0,0,3,1,1,3,0,0,13,3
18171,Gm32563,1.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18172,Gm51463,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18173,Stk33,3.441,1,0,2,1,3,7,0,2,3,4,0,2,3,1,0,19,0,0,7,1
18174,1700095J03Rik,1.815,0,0,0,0,0,1,2,0,3,1,0,0,1,0,0,6,0,0,0,0
18175,Trim66,15.161,23,16,19,28,18,9,84,28,4,5,10,8,6,5,5,10,28,11,44,15
18176,Rpl27a,1.551,14266,22974,15866,17115,32623,17729,41748,17756,9704,21082,14555,9913,13477,10423,14518,40236,11414,10956,32574,13175
18177,Snora3,0.12,32,46,66,38,170,45,224,43,13,27,51,68,79,39,37,99,114,79,148,22
18178,Gm24888,0.13,20,12,26,19,121,24,134,24,8,17,45,28,35,22,15,82,49,37,101,18
18179,Dennd2b,12.617,449,412,621,609,859,638,916,487,407,544,569,599,703,631,627,1154,485,419,865,415
18180,Akip1,1.532,237,305,291,304,595,297,660,325,174,202,235,223,286,247,230,646,273,257,556,213
18181,BC051019,2.081,4,6,20,6,10,5,7,4,0,0,10,1,1,2,2,7,4,4,10,2
18182,Gm51493,0.639,2,0,0,1,5,1,0,0,1,3,1,1,0,2,1,4,3,0,4,2
18183,Ascl3,0.706,0,0,0,0,0,0,3,0,1,0,2,2,0,0,0,3,1,0,2,1
18184,Tmem9b,1.685,129,180,105,153,488,274,552,216,205,313,214,249,312,189,214,963,152,153,499,175
18185,4930431P19Rik,2.96,2,2,2,5,10,10,8,3,14,5,1,2,5,6,6,69,4,2,24,3
18186,Nrip3,3.913,24,21,16,28,63,19,79,26,5,3,5,15,24,17,16,42,41,26,88,23
18187,Gm22822,0.107,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0
18188,Scube2,3.563,29,29,10,40,156,73,119,38,59,65,131,90,105,85,116,207,45,30,98,48
18189,Dennd5a,5.004,1439,1194,1003,1606,4062,2263,4574,2254,1533,2090,1764,2141,2458,2049,1577,5509,1868,1800,4828,1894
18190,Tmem41b,5.035,754,666,527,801,1797,711,2114,812,413,773,562,724,750,567,452,2151,654,603,1589,502
18191,1600010M07Rik,0.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18192,Gm23100,0.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18193,Ipo7,4.722,9439,8810,7337,10453,25470,9892,29345,12092,4420,7085,6621,9297,9674,6351,4985,23453,10251,9888,21843,6827
18194,Gm25636,0.133,3,0,2,2,8,2,12,3,2,0,2,5,4,2,3,14,1,4,6,2
18195,Snora23,0.184,5,3,5,4,23,6,28,2,2,4,5,7,8,6,16,17,11,11,26,3
18196,Zfp143,3.104,718,706,719,813,2305,795,2395,825,447,873,700,900,925,789,645,2306,936,832,2013,597
18197,Wee1,3.419,1577,1357,1146,1967,3051,1777,3776,2247,961,1360,1035,1348,1379,1064,938,3359,1510,1339,3234,1375
18198,Gm51505,0.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18199,Swap70,4.448,1927,1812,1534,2567,3753,1887,5348,2489,843,1200,1197,1297,1679,1396,1312,3152,2105,1947,4066,1631
18200,Gm32861,1.901,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18201,Gm9132,0.866,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
18202,Sbf2,8.757,1879,1590,1657,2533,3690,2082,4975,2617,1260,1692,1485,1615,1839,1610,1322,4493,1914,1606,5095,2103
18203,Gm10087,3.384,1,2,0,1,0,1,6,1,1,0,2,2,0,0,0,6,6,0,3,2
18204,Gm46027,34.558,17,14,13,30,68,11,73,24,5,10,8,11,15,5,16,60,37,29,56,19
18205,Gm28863,4.333,0,0,1,1,0,0,1,0,0,2,0,0,0,2,0,6,2,0,2,2
18206,Adm,1.394,4,6,9,4,12,4,5,2,15,44,6,5,5,4,3,19,5,3,8,4
18207,Gm21123,1.806,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
18208,Gm39068,0.494,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18209,B430319F04Rik,2.718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18210,Ampd3,5.017,41,40,30,47,20,5,26,16,8,5,3,6,10,6,5,35,10,6,20,6
18211,Gm39069,3.993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18212,Rnf141,13.542,625,641,512,763,1247,536,2015,790,381,461,403,488,545,408,322,2051,637,567,1844,534
18213,Lyve1,2.607,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18214,Irag1,7.127,0,0,0,0,2,2,1,0,3,2,1,3,2,2,2,11,0,1,0,0
18215,Gm16336,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18216,Ctr9,4.3,2521,2712,2846,2901,5481,2675,7556,2993,1822,2429,1972,2431,2652,2177,1732,7992,3064,2737,6723,2245
18217,Eif4g2,7.76,35462,35926,31226,41653,95614,43312,108768,48366,23244,30759,30476,40590,43373,32395,27747,107267,41768,40006,95642,32359
18218,Gm23262,0.168,15,7,18,12,69,14,116,21,10,21,7,34,22,12,5,122,15,19,78,16
18219,Zbed5-ps,0.629,4,0,2,4,13,6,2,5,2,5,1,1,4,7,2,33,2,1,12,3
18220,Gm33098,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18221,Gm33145,1.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18222,Galnt18,2.67,5,4,4,6,44,9,14,8,11,25,8,11,10,23,18,36,10,8,22,13
18223,Gm45588,0.734,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
18224,Gm23345,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18225,Gm33204,0.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18226,Gm3960,0.434,0,1,1,1,5,1,4,3,0,3,2,1,0,2,1,6,0,0,2,1
18227,Usp47,5.679,3049,2629,1904,3533,9646,4709,11483,5038,3152,4454,3658,4562,4868,3755,3163,15979,3999,3771,11870,3805
18228,Dkk3,3.59,52,40,43,42,43,29,52,21,48,87,68,98,81,62,67,214,53,29,53,23
18229,Gm39071,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18230,Gm39070,0.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18231,Gm33247,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18232,Mical2,10.5,42,55,61,26,160,48,63,35,51,60,58,50,38,41,61,170,19,13,67,33
18233,Gm51494,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18234,Parva,4.496,305,210,115,309,795,631,891,472,830,1020,678,880,1054,814,617,2498,369,402,926,458
18235,Gm45998,23.164,1,0,0,1,4,0,6,1,2,3,1,1,3,0,2,13,1,1,6,2
18236,Parvaos,1.285,2,5,5,4,7,0,3,0,0,0,0,2,4,1,0,1,1,0,2,1
18237,Gm24154,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18238,Gm40451,16.514,4,4,3,4,27,5,14,2,6,8,8,6,8,8,8,78,6,2,21,3
18239,Tead1,9.905,1614,1088,1410,1905,6423,3940,4555,2275,3555,4497,3549,4729,5264,3006,2800,10724,2098,1692,5187,2056
18240,Rassf10,3.497,20,17,18,36,12,7,54,35,2,3,9,2,8,6,6,20,20,7,47,13
18241,Gm33586,3.386,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
18242,Gm33527,1.211,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
18243,Gm40452,0.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18244,4930543E12Rik,1.427,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
18245,Bmal1,19.362,184,168,157,122,297,131,492,187,81,105,112,122,147,141,90,316,267,189,403,140
18246,Gm33721,14.726,2,1,14,1,8,1,8,2,0,0,1,1,0,0,0,5,6,1,3,2
18247,Btbd10,9.582,640,677,697,598,1055,441,1293,594,222,387,416,456,392,398,270,978,594,533,954,348
18248,Pth,0.805,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0
18249,Far1,5.572,2493,1807,1492,2606,7490,2840,7799,3155,1546,2006,1503,2973,3005,1579,1204,9773,2613,2443,7457,1997
18250,Far1os,0.893,4,5,7,6,66,18,69,9,9,7,6,21,12,5,2,100,5,9,96,12
18251,Gm33828,1.134,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18252,Gm39072,0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18253,Gm5600,0.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18254,Spon1,6.166,666,425,104,538,752,307,1515,634,37,57,55,75,80,180,44,176,224,165,802,262
18255,Gm51454,5.503,16,13,0,15,84,12,67,10,12,7,29,9,17,4,13,115,15,5,61,20
18256,Rras2,3.815,1249,1287,846,1443,4151,1957,3847,1940,802,1223,1066,1347,1402,845,1017,3932,1389,1347,3636,1279
18257,Gm53365,25.097,4,0,1,8,46,1,34,4,2,7,7,7,4,1,0,41,11,7,35,10
18258,Copb1,3.315,2902,2951,2380,3511,7926,3627,9155,4109,2220,3242,2542,3350,3424,2685,2244,11230,3166,3009,8403,2694
18259,Psma1,1.255,3992,5175,3271,4722,10488,5001,12381,5700,2127,3560,2858,3804,4231,2999,2707,9990,4557,4725,10135,3597
18260,4933406I18Rik,1.65,1,1,0,1,6,0,1,1,1,2,0,1,0,0,1,6,1,0,0,2
18261,Pde3b,5.401,853,693,421,1075,2461,1243,2771,1502,745,926,497,858,915,596,617,2988,719,790,2588,999
18262,Cyp2r1,1.746,6,6,4,6,9,3,19,9,2,2,1,1,4,0,2,16,2,3,13,4
18263,Calca,2.312,288,283,340,411,458,158,891,361,11,14,31,44,67,66,53,65,241,235,1258,327
18264,Calcb,3.446,0,2,1,3,2,0,6,3,0,0,0,0,1,1,1,1,3,7,9,0
18265,Insc,3.119,1,6,14,11,3,1,0,4,0,1,1,0,0,0,3,3,2,3,5,2
18266,Gm24982,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18267,A730082K24Rik,2.065,0,0,12,0,1,1,5,2,0,0,0,0,0,0,0,0,4,2,0,1
18268,Gm34225,2.186,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18269,Gm34282,6.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18270,Gm53366,2.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18271,Gm45999,5.597,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0
18272,Gm53367,0.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18273,Sox6,44.229,12,6,18,23,22,16,39,19,73,60,44,39,43,51,13,207,10,7,19,6
18274,Gm51455,5.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18275,Sox6os,0.42,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,8,0,0,0,0
18276,1110004F10Rik,1.829,2445,2828,1909,2972,6860,3423,7868,3467,2080,3299,2123,3267,3680,2179,2203,8912,2899,3011,7073,2604
18277,1700003G18Rik,0.62,0,1,1,1,2,1,2,0,0,0,0,1,1,0,0,5,0,0,0,2
18278,Plekha7,12.456,2164,1921,2453,2777,2708,1306,5229,2178,568,572,683,512,837,845,705,2018,1619,1419,3224,1235
18279,Gm44867,4.307,1,0,4,5,7,1,10,3,0,0,0,0,1,0,0,3,3,3,8,2
18280,Rps13,0.582,10996,12608,11274,12886,24788,13568,29978,12009,7541,12048,10748,9060,12012,7944,9560,27127,9523,9986,22932,9334
18281,Snord14a,0.087,11,28,24,16,96,19,95,17,6,15,36,34,32,20,24,78,38,54,86,13
18282,Gm10589,0.228,3,3,7,3,8,5,10,2,1,1,2,2,4,1,6,8,3,2,0,3
18283,Pik3c2a,8.141,2008,1191,1049,2089,6377,2823,7417,3295,1565,1795,1434,2213,2258,1334,1117,8519,2299,2055,7202,2177
18284,Gm40453,1.827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
18285,Gm32676,0.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18286,Nucb2,1.938,218,160,145,228,566,266,763,286,194,278,252,293,295,251,206,1018,276,274,872,259
18287,4732496C06Rik,2.465,16,18,13,24,80,11,78,19,16,32,10,31,32,21,16,126,28,40,85,24
18288,Gm9197,0.451,1,4,0,3,0,4,2,3,0,1,0,2,0,0,1,0,0,0,1,2
18289,Gm53368,3.827,2,0,1,0,5,2,5,0,0,0,0,1,0,0,0,1,2,2,2,0
18290,Gm46018,0.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18291,Gm39074,1.355,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18292,Gm51412,0.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18293,Gm26054,0.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18294,Gm39075,1.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18295,Xylt1,3.07,35,22,24,66,152,139,145,70,94,80,119,84,113,104,74,243,57,42,154,71
18296,Gm34762,0.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18297,Gm34822,0.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18298,Gm34878,3.758,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18299,Rps15a,5.136,14911,16330,13259,17138,35213,18136,45080,20070,11607,18035,13467,18232,20431,11010,11696,48420,17904,17062,36784,13051
18300,Arl6ip1,2.135,6836,6791,5506,9220,16280,9045,22837,10624,5761,6549,4669,6475,7860,4531,4934,26754,7176,7062,21921,7518
18301,Smg1,15.781,5301,3377,3609,6139,12994,5768,16183,6713,3442,3628,3380,4979,5050,2586,2450,14470,5981,4838,14728,5075
18302,Gm25683,0.131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18303,Gm40454,1.201,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,4,0,1,2,1
18304,4930583K01Rik,0.883,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
18305,Gm34999,0.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18306,Gm23229,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18307,Gm35083,2.451,0,1,0,0,0,2,0,0,1,2,1,3,1,0,1,2,0,1,1,0
18308,Gm35309,1.843,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0
18309,Syt17,6.438,28,26,14,31,151,143,110,40,71,83,70,69,68,69,61,204,53,33,142,57
18310,Itpripl2,6.865,109,67,70,186,1071,544,528,257,235,295,232,307,289,322,206,937,141,159,706,263
18311,Gm51516,0.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18312,Coq7,1.68,654,968,705,938,1855,968,2008,950,430,762,658,548,893,631,644,1776,710,710,1630,632
18313,Tmc7,4.791,190,150,155,195,3229,1756,736,336,1244,1257,937,1229,1428,1183,859,4179,430,308,1352,477
18314,B230311B06Rik,0.817,8,21,17,8,94,56,38,9,45,54,24,28,40,34,45,179,7,10,25,5
18315,Tmc5,5.076,21,21,22,25,537,199,34,12,69,57,47,68,67,64,41,311,4,9,7,2
18316,Gde1,1.529,676,757,595,833,1967,1036,2138,997,452,686,648,679,799,617,670,2160,768,648,1859,708
18317,Ccp110,5.108,1862,1724,1757,2119,5955,2259,6508,2076,1169,1372,1618,2087,2297,1602,1280,6928,2348,2045,5086,1318
18318,Vps35l,3.696,1701,1468,1283,2031,3499,1976,4831,2026,1246,1759,1558,1617,1939,1842,1539,4905,1687,1454,4196,1518
18319,Gm26147,0.114,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,1,0
18320,Knop1,5.308,5314,5021,4810,6105,12535,5544,15516,6383,2963,4065,3701,4817,5335,3957,3474,12801,5854,5098,13056,4233
18321,Iqck,1.942,4,2,2,2,6,5,12,4,3,8,2,3,6,3,2,21,1,0,6,9
18322,Gprc5b,4.525,472,555,413,683,963,601,1436,751,397,394,306,364,458,430,409,1357,594,425,1174,550
18323,Gm39076,2.949,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,2,1
18324,Gpr139,4.778,3,0,3,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0
18325,Gm4083,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18326,Gm23321,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18327,Gm53364,0.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18328,Gp2,1.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18329,Umod,2.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18330,Pdilt,2.659,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
18331,Acsm5,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18332,Acsm2,6.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18333,Gm39078,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18334,Gm39079,4.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18335,Acsm1,2.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18336,Acsm4,2.153,2,2,1,0,3,8,0,2,15,25,2,7,9,7,5,67,1,1,1,1
18337,Thumpd1,2.893,2608,2999,2325,3304,6305,3193,7280,3561,1472,2395,1941,2524,2727,2047,1872,6916,2597,2492,6045,2230
18338,Gm39080,5.659,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0
18339,Ppp1ccb,1.471,79,69,25,74,122,93,128,83,35,90,38,40,40,51,50,124,51,40,142,62
18340,Gm19963,2.727,0,0,0,0,4,2,4,0,0,1,0,0,0,0,0,2,0,0,1,3
18341,Acsm3,3.206,5,2,3,8,19,5,13,8,1,6,6,3,7,3,6,22,9,2,27,9
18342,Gm57786,3.781,2,0,4,2,8,3,6,0,2,2,5,2,3,0,2,8,4,0,7,0
18343,Eri2,6.02,573,431,481,685,1814,680,1955,676,374,389,410,537,569,433,380,2443,518,512,1831,440
18344,Rexo5,21.579,160,134,140,240,1039,323,1077,290,236,256,197,322,365,273,236,2159,251,230,1301,261
18345,Dcun1d3,6.42,459,343,375,502,1061,470,1138,472,341,490,382,543,523,424,282,1270,457,398,982,344
